Name,TM,POS,IP,ERA,FIP,BABIP,K%,BB%,HR/9,H/9,LOB%,GO%,STU,MOV,CON,STM,IR,IRS,BF,IBB,WPA,pLi,GS
Augustine Candelaria,TOR,SP,120.1,5.09,3.67,.344,16.5,9.8,0.7,10.8,68.3,0.53,6,6,7,7,0,0,552,0,-2.0,1.10,21
Teobaldo Castellanos,NOLA,SP,100.1,3.50,3.70,.276,13.4,10.1,0.5,8.3,74.3,0.48,7,7,7,6,0,0,424,2,0.9,1.16,14
Winston Chagnon,COL,RP,112.0,3.05,3.55,.273,12.4,10.8,0.3,8.2,76.8,0.56,6,7,5,7,0,0,474,0,0.9,1.11,16
Mason Chaney,SFS,SP,121.1,3.56,3.42,.301,14.0,6.0,0.7,9.3,71.9,0.55,6,6,6,5,0,0,501,0,0.3,1.15,19
Sebastian Cho,TEX,SP,150.1,4.01,3.65,.300,16.1,10.2,0.7,8.9,72.5,0.60,6,7,7,5,0,0,647,9,-0.3,1.02,22
Sylvain Christoffel,LAD,SP,149.2,3.37,4.05,.298,18.9,10.7,1.1,9.0,81.3,0.53,8,7,6,6,0,0,655,3,0.8,1.04,23
Victor Clifton,MIL,SP,185.0,3.65,2.63,.328,18.6,5.6,0.4,9.5,70.4,0.53,8,7,8,7,0,0,781,0,1.5,1.09,24
Angel Colina,BOI,LF,112.2,5.43,4.23,.370,18.0,11.5,1.0,11.6,71.3,0.45,7,7,5,6,0,0,529,1,-1.1,1.08,19
Mohammed Comas,MIA,SP,155.1,3.24,3.64,.297,15.3,9.1,0.6,8.9,77.8,0.60,7,7,7,6,0,0,662,1,1.0,1.07,23
Wyatt Connor,DCN,SP,169.0,3.41,3.77,.289,19.5,13.0,0.6,7.8,75.3,0.53,8,7,6,6,0,0,737,4,1.4,1.12,23
Sam Conteh,CLT,SP,163.0,3.31,2.93,.314,19.9,7.7,0.6,8.7,74.6,0.61,8,7,7,6,0,0,674,1,0.9,1.06,24
Tom Corcoran,BOI,RP,6.1,8.53,2.27,.438,29.0,19.4,0.0,9.9,53.8,0.44,9,5,4,3,0,0,31,1,-0.3,1.16,4
Eton Craggs,DCN,SP,68.1,3.03,3.33,.295,16.7,8.0,0.5,8.6,77.8,0.60,7,7,7,7,0,0,288,0,0.7,0.95,12
Elliott Curiel,BAL,SP,168.0,4.07,3.46,.329,19.1,9.2,0.9,9.6,75.4,0.46,8,6,7,6,0,0,728,13,0.6,1.07,24
Gavin Daily,COL,SP,157.2,4.91,3.70,.343,15.6,9.9,0.8,10.7,68.8,0.54,7,7,7,5,0,0,706,10,-2.0,1.03,23
Kent Danley,MIN,SP,71.2,3.14,3.18,.278,18.3,9.6,0.4,7.7,71.6,0.47,8,6,6,6,0,0,301,0,0.7,1.23,10
Kuchek Davoodi,KC,SP,122.0,2.66,3.35,.277,16.8,8.3,0.6,8.2,76.8,0.47,8,7,7,5,0,0,517,2,1.8,1.14,19
Adam De La Mora,POR,SP,111.1,3.23,3.33,.289,15.5,5.9,0.7,8.8,76.5,0.58,7,7,7,6,0,0,459,3,2.0,1.03,18
Gavin Denz,STL,SP,111.1,3.40,4.27,.253,13.1,11.4,0.7,7.8,76.5,0.55,7,6,5,4,0,0,475,0,0.6,1.03,18
Yorman Diaz,STL,SP,63.0,4.29,4.97,.287,12.8,17.2,0.6,8.6,72.9,0.50,6,7,4,6,0,0,290,0,-0.2,1.14,13
R.C. Dominguez,BOI,SP,4.0,4.50,1.99,.333,33.3,16.7,0.0,6.8,66.7,0.33,8,6,6,6,0,0,18,0,-0.1,1.10,1
Arduino Donato,MIA,SP,138.0,3.46,4.01,.283,17.2,8.7,1.0,8.5,80.0,0.49,8,6,6,6,0,0,574,0,1.0,1.00,21
Rob Duckworth,TBG,SP,46.0,1.96,3.55,.297,15.9,12.4,0.4,8.4,89.4,0.52,7,7,5,4,0,0,201,3,1.2,1.30,8
Ethan Dupuis,MIA,SP,121.1,2.67,3.34,.254,19.6,10.3,0.6,6.9,79.5,0.57,8,6,6,5,0,0,495,0,1.6,0.99,19
Dantel Duran,DET,SP,167.0,2.86,2.73,.305,13.4,6.6,0.2,9.2,76.0,0.50,7,7,7,6,0,0,699,0,2.8,1.17,22
Pickford Esses,VAN,SP,32.2,3.31,3.51,.317,14.4,7.9,0.6,9.6,75.2,0.59,5,6,7,5,0,0,139,0,0.0,0.95,5
Alonso Figueroa,MIN,SP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,5,6,7,5,0,0,0,0,0.0,0.00,0
Mark Fink,STL,SP,14.0,3.21,2.67,.358,8.2,4.9,0.0,12.2,77.3,0.68,8,7,8,6,0,0,61,0,0.2,1.21,3
Gabriel Fortin,SAC,SP,162.0,3.28,2.90,.292,23.0,6.3,0.8,8.1,74.1,0.49,8,7,7,7,0,0,662,0,2.0,1.00,24
Dale Francoeur,POR,SP,127.1,3.89,2.85,.338,31.4,12.3,0.8,7.8,76.7,0.53,9,7,5,7,0,0,551,2,0.8,1.00,24
Markus Gacioch,NYM,SP,72.1,4.23,4.60,.331,12.4,7.0,1.4,11.3,80.1,0.53,6,6,7,6,0,0,315,0,-0.1,1.07,12
Gabe Garcia,CLT,SP,152.2,2.77,3.27,.284,18.0,6.8,0.7,8.3,79.1,0.56,6,7,7,6,0,0,628,0,2.2,1.02,24
Anton Gibson,CHC,CL,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,9,6,6,3,0,0,0,0,0.0,0.00,0
Harrison Gillett,STL-AAA,SP,13.2,4.61,2.67,.289,19.6,12.5,0.0,7.2,61.1,0.67,6,6,5,6,0,0,56,0,0.1,0.94,2
Steve Glover,PHI,SP,147.0,3.86,3.77,.292,18.0,10.1,0.8,8.6,75.3,0.49,7,7,7,6,0,0,635,2,-0.3,1.00,22
Brigham Gorman,POR,SP,87.0,2.48,2.82,.285,16.5,8.1,0.4,8.0,80.5,0.58,7,7,6,7,0,0,346,5,1.8,1.00,15
Simon Graf,CLT,SP,77.2,4.06,4.21,.274,14.7,7.8,1.2,8.7,73.6,0.54,7,6,7,5,0,0,320,0,0.4,1.10,13
Joel Green,ATL,SP,174.2,2.22,2.75,.257,23.8,7.3,0.7,6.6,84.0,0.54,8,7,7,7,0,0,671,0,4.0,0.97,22
K.J. Green,SLC,SP,36.1,3.47,4.01,.260,16.7,14.7,0.5,7.2,75.7,0.64,6,7,6,7,0,0,156,0,0.2,1.06,6
Geraldo Grunwald,SEA,SP,170.2,3.38,2.58,.305,16.2,5.7,0.3,9.0,71.2,0.57,8,7,8,5,0,0,702,4,1.2,1.09,24
Justin Hakanson,VAN,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,5,7,6,7,0,0,0,0,0.0,0.00,0
Lachlan Hartley,PHI,SP,181.2,3.22,3.31,.278,17.6,8.8,0.6,7.8,76.1,0.52,8,7,6,6,0,0,738,0,2.0,1.11,24
DIEGO HENRY,LAD,SP,159.1,2.32,2.96,.281,20.6,9.2,0.5,7.7,81.6,0.56,9,7,7,5,0,0,664,0,3.1,1.10,22
Easton Hensley,VAN,SP,134.1,4.49,4.32,.298,15.4,8.3,1.2,9.6,73.6,0.44,8,6,7,5,0,0,579,0,-0.4,1.12,20
Hector Hernández,ATL,SP,148.0,3.22,3.26,.327,13.4,6.9,0.5,10.3,76.0,0.54,5,7,8,6,0,0,640,1,1.2,1.10,20
Dwayne Higgins,SAC,SP,127.0,2.83,3.47,.263,19.0,8.8,0.8,7.5,74.0,0.45,8,7,7,6,0,0,522,1,1.3,1.12,19
Silas Hoggard,PIT,SP,172.0,3.19,3.61,.256,15.7,10.0,0.7,7.5,76.3,0.56,7,7,6,5,0,0,718,11,1.4,1.03,24
Ralph Huet,NYY-AAA,SP,3.1,10.80,13.84,.333,6.2,0.0,8.1,18.9,100.0,0.25,6,6,7,6,0,0,16,0,0.0,0.43,0
Joshua Ireton,CHC,SP,152.2,3.07,2.99,.310,18.4,6.9,0.6,9.0,76.9,0.57,8,7,7,5,0,0,637,0,0.9,1.05,22
Conner Janiak,PHI,SP,163.2,3.63,4.11,.285,13.7,7.9,0.9,9.0,77.0,0.58,6,7,6,7,0,0,694,1,0.5,1.13,23
T.J. Jennings,SD,SP,160.2,2.46,2.54,.292,21.8,5.1,0.6,8.1,75.9,0.58,9,8,7,5,0,0,642,1,1.6,0.99,23
Sammy Johnson,PHI,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,7,6,6,6,0,0,0,0,0.0,0.00,0
Stuart Jones,AZ,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,7,6,5,3,0,0,0,0,0.0,0.00,0
Gene Kaumeyer,BOS,SP,138.0,4.11,3.79,.314,11.8,10.6,0.5,9.9,74.0,0.57,6,7,7,5,0,0,611,4,-0.2,1.17,23
Mel Keenan,COL,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,9,5,5,2,0,0,0,0,0.0,0.00,0
Johnny Kelly,MIN,SP,86.0,4.19,3.74,.270,19.6,6.1,1.3,8.2,69.7,0.61,7,6,7,6,0,0,347,0,0.3,0.98,13
Mick Kenney,MIL,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,5,7,5,3,0,0,0,0,0.0,0.00,0
Tip Kent,MYR,SP,2.0,0.00,3.74,.400,22.2,22.2,0.0,9.0,100.0,0.00,5,6,6,7,0,0,9,0,0.0,1.89,0
Dustin Kersten,PHI,RP,7.1,0.00,1.79,.125,29.6,7.4,0.0,2.5,100.0,0.46,8,6,5,7,0,0,27,0,0.4,1.11,0
Valentyn Kilpatric,ABQ,SP,46.0,2.54,3.96,.301,10.8,9.8,0.4,9.0,84.8,0.59,6,6,7,6,0,0,194,0,0.5,1.12,7
Trenton Kirchner,CHC,SP,55.0,5.24,4.71,.291,8.8,8.8,1.0,10.0,62.7,0.57,5,7,6,6,0,0,240,0,-0.5,1.06,9
Owen Kline,MIL,SP,117.1,4.60,4.52,.268,15.7,14.2,0.8,7.9,70.0,0.55,7,7,4,7,0,0,521,0,-0.5,1.12,19
Patrick Konstantinyan,NYY,SP,144.2,3.86,3.14,.325,25.8,11.7,0.7,8.3,70.0,0.59,9,6,5,5,0,0,633,0,-0.9,1.08,23
Kevin Kosov,TBG,SP,146.1,4.61,3.78,.310,12.3,6.5,0.9,10.3,69.6,0.56,5,7,7,5,0,0,633,2,-0.0,0.97,22
Raymell Kress,KC,SP,135.2,4.71,4.43,.283,11.3,10.0,0.8,9.1,69.4,0.57,5,7,6,5,0,0,591,1,-1.7,1.11,21
B.J. Langley,NYY,SP,177.2,3.34,3.36,.293,17.1,8.3,0.7,8.6,76.5,0.56,8,7,7,7,0,0,739,0,2.1,1.02,23
Andrew Lee,CLT,SP,136.0,3.90,3.85,.285,14.8,10.7,0.7,8.5,73.2,0.56,6,7,6,6,0,0,580,0,-0.2,1.05,21
Chad Levey,AZ,SP,150.0,3.18,3.80,.274,14.8,10.7,0.6,8.2,76.1,0.52,7,7,6,5,0,0,644,1,0.4,1.01,23
Ayden Levy,COL,SP,87.0,4.24,3.97,.301,14.2,12.1,0.6,8.9,73.8,0.59,6,7,6,7,0,0,373,2,0.2,0.98,14
Amaru Luthra,MTL,SP,109.0,5.53,4.54,.332,19.2,15.8,0.8,9.2,69.0,0.49,8,7,4,5,0,0,500,0,-2.5,1.08,20
Vinny MacIver,NOL-AAA,SP,116.2,3.63,3.56,.270,13.7,8.1,0.6,8.2,74.4,0.53,5,7,7,6,0,0,482,4,0.6,1.01,20
Jevonne Madison,HOU-AA,SP,19.2,2.75,2.34,.266,15.7,7.2,0.0,7.8,65.2,0.47,7,6,6,6,0,0,83,0,0.3,0.99,3
Noah Maiyosi,MIA,SP,148.2,3.57,3.53,.261,19.1,10.7,0.7,7.3,72.7,0.55,7,6,6,7,0,0,618,0,1.8,1.06,22
Del Malone,BOI,RP,0.2,27.00,13.70,.667,14.3,42.9,0.0,27.0,60.0,0.00,6,6,6,5,0,0,7,0,-0.0,0.61,0
Sebastián Marquez,CLE,SP,113.2,3.17,3.68,.269,11.7,7.8,0.6,8.4,75.3,0.50,6,6,7,5,0,0,472,0,0.5,0.97,17
Robo Martín,PIT,SP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,6,6,5,6,0,0,0,0,0.0,0.00,0
Mason Master,TBG,SP,148.1,4.19,3.93,.309,13.8,10.8,0.6,9.6,72.6,0.53,6,7,6,7,0,0,660,3,-0.1,1.11,23
T.J. McCormick,VAN,SP,164.2,3.99,3.92,.317,13.6,10.0,0.7,9.8,71.1,0.60,7,7,7,5,0,0,711,0,0.0,1.01,24
Johnny Mealamu,NYM,SP,183.2,3.87,3.09,.317,18.4,8.8,0.5,9.1,70.3,0.58,8,7,7,7,0,0,783,0,-0.0,1.09,24
Marc Mendez,BOS-AA,RP,13.1,3.38,5.67,.286,11.7,13.3,1.3,9.4,89.1,0.50,7,6,6,5,0,0,60,0,0.2,1.07,2
Angel Merced,STL-AAA,SP,39.1,3.66,4.04,.299,14.9,8.0,0.9,9.6,74.9,0.41,6,6,7,5,0,0,174,0,-0.2,1.16,6
Russ Minton,SD,SP,158.1,3.30,4.14,.253,20.5,12.5,1.0,7.1,81.4,0.51,8,6,5,7,0,0,678,0,1.6,1.03,23
Che Mohammad,ABQ-AA,SP,1.2,21.60,20.14,.286,0.0,10.0,10.8,21.6,45.5,0.60,5,5,6,6,0,0,10,0,-0.4,0.60,2
Tyrone Moise,SD,SP,153.0,2.88,3.65,.273,15.3,10.4,0.5,7.8,80.0,0.51,7,7,7,5,0,0,633,0,1.6,1.14,21
Regis Morgan,SFS,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,5,7,6,3,0,0,0,0,0.0,0.00,0
Jason Mountain,ATL,SP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,5,6,5,5,0,0,0,0,0.0,0.00,0
Lhen Muhammadi,LAD-AAA,SP,3.0,3.00,7.74,.000,18.2,18.2,3.0,3.0,100.0,0.67,7,6,6,4,0,0,11,0,-0.0,0.52,0
Vic Mullock,HOU,SP,116.0,5.28,3.48,.337,13.4,7.0,0.6,10.9,64.2,0.50,6,6,7,6,0,0,514,0,-2.5,1.02,19
Evan Myers,SLC,SP,114.1,4.72,4.91,.325,12.4,13.3,0.9,10.4,76.0,0.55,6,6,6,5,0,0,532,3,-1.2,1.09,19
Jorge Navarro,ATL,SP,185.0,2.68,3.19,.265,13.8,7.7,0.3,7.6,76.8,0.52,6,7,7,7,0,0,741,0,3.0,1.11,23
Libby Ortiz,AZ,SP,133.0,4.53,4.26,.271,12.6,9.3,0.9,8.7,69.6,0.58,6,7,6,8,0,0,562,0,-1.5,0.91,22
Rich Ottersbach,ABQ-AAA,SP,2.0,0.00,3.24,.000,16.7,16.7,0.0,0.0,100.0,0.50,6,6,6,5,0,0,6,0,0.1,0.80,1
Niles Pagan,MTL,SP,181.2,3.07,2.88,.293,25.3,7.9,0.8,7.7,76.4,0.59,8,7,7,6,0,0,747,0,1.2,1.02,24
Calvino Palacios,NYM,SP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,7,7,7,8,0,0,0,0,0.0,0.00,0
William Parris,ARI-AA,SP,22.0,6.55,4.83,.265,16.0,11.0,1.2,8.6,60.4,0.49,7,6,6,5,0,0,100,0,-0.2,0.95,5
Jeff Pavone,DCN,SP,25.1,2.13,3.65,.254,17.3,9.6,0.7,7.1,88.7,0.67,7,7,6,6,0,0,104,0,0.6,1.21,4
Ian Paz,SJ-AAA,SP,2.2,0.00,2.37,.143,20.0,10.0,0.0,3.4,100.0,0.50,7,6,7,5,0,0,10,0,0.1,0.77,1
Cosme Peña,POR,SP,142.0,3.93,3.77,.268,16.5,10.4,0.8,7.9,73.2,0.50,7,7,6,6,0,0,589,8,1.3,0.98,23
Sydney Phillips,NOLA,RP,2.2,6.75,9.49,.222,13.3,20.0,3.4,10.1,87.0,0.33,8,6,5,6,0,0,15,0,-0.5,1.37,1
Luís Pillado,PHI,SP,168.0,2.84,3.24,.270,20.6,9.3,0.6,7.2,75.3,0.56,8,7,7,5,0,0,678,0,1.6,1.04,23
Sam Potts,MTL,SP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,7,5,7,7,0,0,0,0,0.0,0.00,0
Caballero Prado,BAL,SP,148.1,3.64,4.17,.307,21.5,11.5,1.3,8.9,82.3,0.47,9,6,6,6,0,0,650,5,0.2,0.96,24
Matthew Prescott,NYM,SP,165.1,3.54,3.31,.278,17.6,7.6,0.6,8.0,73.8,0.56,7,7,7,5,0,0,687,1,1.5,1.04,23
Nicolas Quiñones,PIT,SP,84.2,5.63,3.63,.340,18.8,9.9,1.0,10.4,66.2,0.47,8,6,7,6,0,0,384,6,-1.9,0.96,15
Amadei Ramírez,KC,SP,83.0,3.90,3.39,.272,15.4,9.6,0.4,7.8,66.4,0.49,7,7,6,4,0,0,344,0,0.2,1.03,14
Enes Rapier,COL,SP,85.2,4.94,4.95,.314,9.0,9.6,1.2,10.8,73.2,0.57,6,6,7,5,0,0,376,0,-0.7,1.05,13
Ouranos Raya,MTL,SP,143.0,4.41,3.90,.319,15.4,10.4,0.7,9.8,72.6,0.58,8,7,6,4,0,0,637,0,-0.3,1.08,22
Giovanni Rendon,NYM,SP,94.2,3.90,3.88,.315,16.9,12.6,0.7,9.2,77.0,0.57,7,7,5,6,0,0,419,0,-0.4,1.10,15
Heath Reyes,BOI,SP,142.1,3.79,4.10,.314,17.7,11.9,0.9,9.2,78.0,0.52,8,6,6,5,0,0,623,4,-0.2,1.09,22
Zach Risley,BOS,SP,141.1,3.95,3.63,.285,13.7,8.7,0.6,8.9,71.2,0.54,6,7,7,6,0,0,607,5,0.3,1.15,21
Micky Robledo,TEX,RP,7.0,9.00,8.89,.400,11.1,11.1,3.9,16.7,78.1,0.33,5,5,5,3,0,0,36,0,-0.5,0.98,6
Brett Roland,NOLA,SP,134.2,3.48,3.73,.277,15.4,8.6,0.7,8.2,72.7,0.58,6,7,6,6,0,0,558,2,0.7,1.06,21
Malik Rooks,BOS,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,7,6,6,6,0,0,0,0,0.0,0.00,0
Bryce Rukingi,AZ,SP,167.2,3.44,3.58,.319,15.6,8.3,0.7,9.8,78.1,0.54,7,7,7,6,0,0,726,1,0.6,1.09,24
Claude San Filippo,PIT,SP,135.2,3.91,3.78,.261,15.9,8.0,0.9,8.1,72.1,0.55,6,7,8,5,0,0,573,6,0.1,1.04,23
Dylan Sanchez,SAC,SP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,6,6,6,4,0,0,0,0,0.0,0.00,0
Pepe Sanchez,MIN,SP,152.1,4.02,3.87,.329,14.0,7.8,0.9,10.4,74.5,0.56,6,7,6,4,0,0,651,0,-1.7,1.00,22
Rene Sanchez,DET,SP,55.2,3.23,2.83,.335,20.9,8.4,0.5,9.4,77.8,0.51,7,7,6,5,0,0,239,0,0.1,1.15,9
Sal Sanchez,DET,SP,141.1,4.27,4.51,.285,13.3,10.7,1.0,9.0,74.2,0.53,6,7,7,7,0,0,617,0,-0.1,1.02,23
Wander Santiago,CIN-AA,SP,2.0,0.00,4.24,.167,0.0,14.3,0.0,4.5,100.0,0.20,7,5,5,5,0,0,7,0,0.0,0.13,0
Raymond Saunders,SFS,SP,104.0,2.42,3.20,.272,14.6,7.9,0.4,7.9,79.0,0.57,7,7,7,5,0,0,418,0,1.7,1.06,18
Jon Schlaf,HOU,SP,157.1,3.72,3.65,.313,13.8,8.5,0.6,9.7,75.2,0.51,6,7,6,7,0,0,679,0,-0.5,1.15,24
Randy Schmidt,SLC,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,7,6,6,3,0,0,0,0,0.0,0.00,0
Elias Schrock,TOR-AAA,SP,43.2,4.95,4.41,.345,16.8,9.4,1.2,11.1,75.1,0.56,6,6,7,5,0,0,202,0,-0.6,1.13,7
Drake Smith,NOLA,SP,75.0,5.16,4.98,.289,10.0,11.2,1.0,9.7,69.4,0.56,6,7,7,6,0,0,339,0,-1.3,1.06,12
Roddy Smyth,MIL,SP,157.0,3.84,4.13,.270,17.9,7.9,1.2,8.3,75.3,0.54,7,7,6,5,0,0,659,2,0.5,1.07,23
Llewellyn Stablein,NYY,SP,160.1,3.37,4.34,.264,16.3,10.1,1.1,8.1,81.0,0.56,7,7,7,6,0,0,675,0,1.5,1.15,23
Michael Steckley,ABQ-AA,RP,4.2,0.00,4.46,.000,10.5,21.1,0.0,0.0,100.0,0.33,5,6,7,6,0,0,19,0,0.0,0.12,0
Archie Steen,COL,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,6,6,6,4,0,0,0,0,0.0,0.00,0
Ross Steiner,MIN,SP,55.1,3.25,2.76,.314,21.7,10.4,0.3,8.1,69.3,0.57,8,7,7,4,0,0,230,0,0.1,0.90,10
GOLIATH STETSON III,BOS,SP,149.0,4.11,3.25,.337,16.6,8.5,0.6,10.1,72.6,0.58,7,6,7,7,0,0,645,5,0.1,1.03,21
Joshua Stockey,HOU,SP,140.0,4.50,4.24,.319,11.6,8.6,0.8,10.3,72.3,0.59,5,6,7,6,0,0,606,0,-0.9,1.07,21
Savio Suazo,SLC,RP,1.0,0.00,0.00,.000,66.7,0.0,0.0,0.0,0.0,0.00,6,6,6,4,0,0,3,0,0.0,0.27,0
Tracy Sullivan,MIL,SP,155.2,4.97,4.03,.345,13.0,8.0,0.9,11.5,68.9,0.52,7,7,7,5,0,0,699,2,-1.7,1.12,23
Clovis Suriel,SLC-AAA,SP,37.0,3.89,4.34,.303,11.4,15.6,0.2,9.0,75.5,0.48,5,6,6,5,0,0,167,0,-0.2,1.06,6
Kasper Sveinsson,ABQ,SP,157.0,3.10,3.35,.291,14.5,6.9,0.6,8.8,78.1,0.59,5,7,7,7,0,0,650,1,2.1,1.06,22
Takaaki Takizawa,TOR,SP,100.2,3.04,3.69,.315,21.8,9.6,1.0,8.8,81.6,0.57,9,7,6,7,0,0,426,0,1.1,1.15,13
Tamoto Taulealo,KC,SP,148.2,4.12,3.45,.327,18.6,12.6,0.4,9.3,72.9,0.58,9,7,5,5,0,0,672,1,-1.2,0.99,23
Charles Terrell,SEA-AAA,SP,56.0,3.38,3.55,.276,16.0,9.3,0.6,8.2,76.4,0.60,7,7,7,7,0,0,237,1,0.9,0.88,7
Leonard Thurman,NOLA,SP,137.1,5.77,4.40,.312,14.0,11.5,1.0,10.2,64.8,0.53,7,7,7,5,0,0,634,9,-1.4,1.04,23
Ricardo Tover,NSH-AA,SP,9.0,0.00,2.30,.250,21.6,13.5,0.0,6.0,100.0,0.33,6,6,6,7,0,0,37,1,0.8,1.73,1
Bob Tritten,SLC,CL,31.1,4.88,3.73,.347,16.0,12.5,0.6,10.3,72.3,0.45,8,6,6,6,0,0,144,1,-0.3,1.17,6
Manuel Vega,SEA,SP,175.1,2.21,2.79,.269,19.5,8.6,0.4,7.2,83.2,0.56,8,7,6,6,0,0,697,1,3.9,1.04,23
Rayan Velez,SD-AA,SP,6.1,8.53,4.01,.375,6.7,13.3,0.0,12.8,53.8,0.57,7,6,6,5,0,0,30,0,-0.1,1.43,1
Benjamin Veneman,COL,SP,158.0,3.53,3.62,.273,14.2,11.7,0.4,7.9,71.4,0.55,7,7,6,5,0,0,669,2,0.0,1.03,23
Justin Walker,TBG,SP,166.0,4.12,3.53,.317,13.9,11.1,0.4,9.7,73.8,0.50,7,7,7,6,0,0,732,7,0.1,1.08,24
Win Walker,CHC,SP,71.1,4.79,4.80,.314,10.8,11.8,0.9,10.2,75.1,0.52,7,6,7,6,0,0,323,0,-0.3,1.09,13
Erin Wang,SLC,RP,12.0,4.50,6.08,.200,19.6,15.7,2.2,6.8,85.9,0.71,8,6,5,3,0,0,51,1,0.1,2.00,0
Berihun Wepfer,LAD,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,6,5,7,3,0,0,0,0,0.0,0.00,0
Jonathan White,SD,RP,0.0,0.00,0.00,.000,0.0,0.0,0.0,0.0,0.0,0.00,5,7,6,3,0,0,0,0,0.0,0.00,0
Ryan Wiley,SLC,SP,126.0,5.00,3.66,.334,12.2,9.9,0.4,10.5,67.6,0.59,6,6,6,6,0,0,558,3,-1.4,1.01,21
Pappy Williams,CIN,RP,3.2,0.00,1.38,.222,28.6,7.1,0.0,4.9,100.0,0.43,5,6,6,3,0,0,14,0,0.1,0.52,0
Freddy Wilson,TOR,SP,187.2,3.36,3.35,.309,16.5,5.7,0.8,9.5,76.4,0.55,6,7,7,8,0,0,786,0,1.7,1.08,24
Gery Wortman,CLT,SP,154.0,3.74,3.75,.283,14.3,11.3,0.5,8.5,72.3,0.58,7,7,6,6,0,0,672,1,0.2,1.06,23
J.R. Wright,STL,SP,174.2,2.78,2.61,.254,25.9,7.6,0.6,6.3,77.0,0.57,8,7,6,6,0,0,687,1,2.7,1.00,23
M.J. Wright,DET-AA,SP,0.1,27.00,12.20,.667,0.0,25.0,0.0,54.0,66.7,0.00,5,5,7,5,0,0,4,0,-0.4,3.10,0
Chris Younger,MTL-AAA,RP,1.0,0.00,3.74,.333,20.0,0.0,0.0,9.0,100.0,0.50,6,6,5,3,0,0,5,0,0.0,0.20,0
Mochi Zavada,CLE,SP,121.1,4.30,4.93,.296,14.4,11.2,1.3,9.5,78.7,0.55,6,7,5,5,0,0,536,0,-0.1,1.10,19
